"LOCATION,""INDICATOR"",""SUBJECT"",""MEASURE"",""FREQUENCY"",""TIME"",""Value"",""Flag Codes"""
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-08"",101.8725,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-09"",101.7396,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-10"",101.5309,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-11"",101.2461,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1994-12"",100.8928,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-01"",100.4811,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-02"",100.0214,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-03"",99.55427,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-04"",99.12313,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-05"",98.76212,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-06"",98.48843,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-07"",98.28964,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-08"",98.13824,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-09"",98.01656,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-10"",97.93729,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-11"",97.93121,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1995-12"",98.0114,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-01"",98.16703,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-02"",98.37485,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-03"",98.61971,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-04"",98.89017,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-05"",99.15965,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-06"",99.40297,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-07"",99.6058,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-08"",99.78024,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-09"",99.93944,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-10"",100.0998,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-11"",100.2772,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1996-12"",100.4575,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-01"",100.6358,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-02"",100.8067,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-03"",100.9781,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-04"",101.1621,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-05"",101.3459,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-06"",101.4976,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-07"",101.5882,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-08"",101.5777,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-09"",101.4855,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-10"",101.3375,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-11"",101.1634,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1997-12"",100.9822,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-01"",100.7896,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-02"",100.5768,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-03"",100.3079,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-04"",99.95204,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-05"",99.51913,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-06"",99.06103,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-07"",98.66383,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-08"",98.39574,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-09"",98.28236,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-10"",98.32746,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-11"",98.49702,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1998-12"",98.75208,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-01"",99.04408,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-02"",99.32002,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-03"",99.55331,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-04"",99.72902,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-05"",99.85312,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-06"",99.94164,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-07"",100.0143,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-08"",100.1,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-09"",100.2108,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-10"",100.3539,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-11"",100.5281,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""1999-12"",100.7107,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-01"",100.8726,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-02"",101.0073,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-03"",101.1063,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-04"",101.1572,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-05"",101.1673,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-06"",101.1337,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-07"",101.0369,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-08"",100.8526,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-09"",100.569,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-10"",100.2035,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-11"",99.7966,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2000-12"",99.40031,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-01"",99.04938,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-02"",98.769,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-03"",98.57337,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-04"",98.44814,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-05"",98.36545,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-06"",98.30617,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-07"",98.28385,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-08"",98.32434,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-09"",98.44672,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-10"",98.68016,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-11"",99.04481,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2001-12"",99.48988,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-01"",99.95258,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-02"",100.36,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-03"",100.647,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-04"",100.7754,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-05"",100.7471,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-06"",100.5821,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-07"",100.3183,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-08"",100.0215,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-09"",99.73074,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-10"",99.46085,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-11"",99.22972,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2002-12"",99.03546,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-01"",98.86482,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-02"",98.7082,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-03"",98.60342,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-04"",98.58739,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-05"",98.66541,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-06"",98.83078,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-07"",99.08051,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-08"",99.38046,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-09"",99.70982,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-10"",100.0349,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-11"",100.3357,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2003-12"",100.5905,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-01"",100.7888,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-02"",100.9142,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-03"",100.9648,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-04"",100.9403,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-05"",100.8499,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-06"",100.726,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-07"",100.5879,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-08"",100.4474,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-09"",100.3236,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-10"",100.2282,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-11"",100.1673,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2004-12"",100.1357,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-01"",100.1083,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-02"",100.0594,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-03"",99.98716,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-04"",99.90562,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-05"",99.83909,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-06"",99.79851,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-07"",99.78687,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-08"",99.80977,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-09"",99.88078,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-10"",99.99979,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-11"",100.1486,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2005-12"",100.293,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-01"",100.3952,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-02"",100.4386,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-03"",100.4309,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-04"",100.382,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-05"",100.2987,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-06"",100.2146,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-07"",100.144,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-08"",100.1017,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-09"",100.0976,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-10"",100.1467,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-11"",100.2462,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2006-12"",100.373,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-01"",100.4849,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-02"",100.5775,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-03"",100.651,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-04"",100.7038,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-05"",100.727,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-06"",100.7198,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-07"",100.6844,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-08"",100.6236,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-09"",100.5438,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-10"",100.4447,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-11"",100.3348,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2007-12"",100.2302,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-01"",100.1573,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-02"",100.1096,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-03"",100.0584,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-04"",99.97755,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-05"",99.82389,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-06"",99.55218,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-07"",99.13581,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-08"",98.56273,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-09"",97.86024,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-10"",97.10835,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-11"",96.4201,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2008-12"",95.8952,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-01"",95.61728,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-02"",95.60699,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-03"",95.85704,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-04"",96.33638,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-05"",96.9715,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-06"",97.70203,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-07"",98.46315,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-08"",99.18314,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-09"",99.81059,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-10"",100.325,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-11"",100.7377,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2009-12"",101.0748,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-01"",101.3387,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-02"",101.521,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-03"",101.6186,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-04"",101.6171,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-05"",101.5275,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-06"",101.3775,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-07"",101.225,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-08"",101.1227,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-09"",101.0956,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-10"",101.1378,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-11"",101.2207,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2010-12"",101.3096,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-01"",101.3555,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-02"",101.3061,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-03"",101.1468,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-04"",100.9013,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-05"",100.6034,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-06"",100.3082,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-07"",100.0469,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-08"",99.8336,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-09"",99.68336,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-10"",99.59129,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-11"",99.55226,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2011-12"",99.54671,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-01"",99.55637,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-02"",99.5574,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-03"",99.53669,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-04"",99.484,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-05"",99.40514,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-06"",99.31384,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-07"",99.23456,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-08"",99.18347,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-09"",99.16293,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-10"",99.1645,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-11"",99.1946,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2012-12"",99.24963,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-01"",99.32066,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-02"",99.38457,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-03"",99.42487,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-04"",99.45935,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-05"",99.52331,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-06"",99.62344,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-07"",99.75545,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-08"",99.90485,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-09"",100.0409,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-10"",100.1376,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-11"",100.1879,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2013-12"",100.2026,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-01"",100.2172,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-02"",100.2581,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-03"",100.3198,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-04"",100.3933,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-05"",100.4713,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-06"",100.54,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-07"",100.5865,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-08"",100.5928,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-09"",100.5492,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-10"",100.4553,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-11"",100.3243,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2014-12"",100.1663,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-01"",99.98727,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-02"",99.81567,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-03"",99.67579,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-04"",99.56725,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-05"",99.47881,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-06"",99.38338,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-07"",99.25945,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-08"",99.1087,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-09"",98.95132,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-10"",98.80672,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-11"",98.68239,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2015-12"",98.58553,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-01"",98.5394,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-02"",98.56263,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-03"",98.65811,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-04"",98.80266,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-05"",98.97369,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-06"",99.15489,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-07"",99.33652,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-08"",99.51157,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-09"",99.69097,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-10"",99.88031,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-11"",100.0829,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2016-12"",100.2754,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-01"",100.4308,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-02"",100.5398,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-03"",100.6052,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-04"",100.6439,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-05"",100.6698,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-06"",100.6898,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-07"",100.7145,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-08"",100.7539,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-09"",100.7936,"
"CAN,""CLI"",""AMPLITUD"",""LTRENDIDX"",""M"",""2017-10"",100.8249,"
